Provider,Location,Device,Aggregate Date,Metric Type,Multi-Server Latency,Multi-Server Jitter,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,Kyrgyzstan,,Feb-25,mean,21,18,119.95,123.9
All Providers Combined,Russia,,Feb-25,median,13.0062,2.5546,90.27,92
All Providers Combined,Russia,,Feb-25,mean,30,18,160.61,154.26
All Providers Combined,Tajikistan,,Feb-25,median,11.5997,6.2044,34.33,32.26
All Providers Combined,Tajikistan,,Feb-25,mean,50,35,57.98,59.34
All Providers Combined,Uzbekistan,,Feb-25,median,13.9828,3.0416,82.68,81.69
All Providers Combined,Uzbekistan,,Feb-25,mean,32,22,160.42,143.51
All Providers Combined,Azerbaijan,,Mar-25,median,8.5156,3.4411,79.64,80.96
All Providers Combined,Azerbaijan,,Mar-25,mean,28,22,139.51,127.21
All Providers Combined,Armenia,,Mar-25,median,6.4125,2.7227,68.77,70.06
All Providers Combined,Armenia,,Mar-25,mean,29,22,110.45,114.97
All Providers Combined,Belarus,,Mar-25,median,14.8,4.8625,81.26,55.67
All Providers Combined,Belarus,,Mar-25,mean,46,33,134.64,83.74
All Providers Combined,Kazakhstan,,Mar-25,median,16.07,3.8833,81.31,84.72
All Providers Combined,Kazakhstan,,Mar-25,mean,44,28,137.56,129.01
All Providers Combined,Kyrgyzstan,,Mar-25,median,6.4889,2.375,82.93,80.95
All Providers Combined,Kyrgyzstan,,Mar-25,mean,22,19,125.47,125.18
All Providers Combined,Russia,,Mar-25,median,13.1452,2.6753,90.67,92.61
All Providers Combined,Russia,,Mar-25,mean,30,18,162.45,157.68
All Providers Combined,Tajikistan,,Mar-25,median,18.1988,6.8222,35.76,32.32
All Providers Combined,Tajikistan,,Mar-25,mean,55,36,60.61,60.33
All Providers Combined,Uzbekistan,,Mar-25,median,13.5698,3.1125,85.6,84.54
All Providers Combined,Uzbekistan,,Mar-25,mean,34,23,166.1,145.9
All Providers Combined,Azerbaijan,,Apr-25,median,8.3667,3.4789,78.34,78.9
All Providers Combined,Azerbaijan,,Apr-25,mean,30,24,138.61,123.47
All Providers Combined,Armenia,,Apr-25,median,6.904,3.0267,66.58,66.29
All Providers Combined,Armenia,,Apr-25,mean,36,26,106.83,109.86
All Providers Combined,Belarus,,Apr-25,median,15.4333,5.2,80.46,56.11
All Providers Combined,Belarus,,Apr-25,mean,49,34,140.76,86.3
All Providers Combined,Kazakhstan,,Apr-25,median,18.6889,4.6083,76.03,77.28
All Providers Combined,Kazakhstan,,Apr-25,mean,51,32,129.77,121.46
All Providers Combined,Kyrgyzstan,,Apr-25,median,6.4155,2.5417,83.08,84.37
All Providers Combined,Kyrgyzstan,,Apr-25,mean,24,21,134.54,134.88
All Providers Combined,Russia,,Apr-25,median,13.15,2.7125,90.72,92.87
All Providers Combined,Russia,,Apr-25,mean,31,18,161.76,157.68
All Providers Combined,Tajikistan,,Apr-25,median,39.4778,9.0749,38.23,34.34
All Providers Combined,Tajikistan,,Apr-25,mean,71,39,70.09,69.8
All Providers Combined,Uzbekistan,,Apr-25,median,13.85,3.3839,86.3,84.79
All Providers Combined,Uzbekistan,,Apr-25,mean,36,25,171.24,148.93
All Providers Combined,Azerbaijan,,May-25,median,8.1503,3.0979,81.22,80.67
All Providers Combined,Azerbaijan,,May-25,mean,29,23,141.55,126.61
All Providers Combined,Armenia,,May-25,median,6.7967,2.9696,70.98,69.71
All Providers Combined,Armenia,,May-25,mean,33,27,124.14,124.26
All Providers Combined,Belarus,,May-25,median,15.7083,5.3875,77.32,54.93
All Providers Combined,Belarus,,May-25,mean,50,36,134.04,84.7
All Providers Combined,Kazakhstan,,May-25,median,16.7692,4.0577,80.84,81.43
All Providers Combined,Kazakhstan,,May-25,mean,50,32,136.7,125.86
All Providers Combined,Kyrgyzstan,,May-25,median,6.6026,2.5083,81.1,83.1
All Providers Combined,Kyrgyzstan,,May-25,mean,27,23,131.26,131.98
All Providers Combined,Russia,,May-25,median,12.5306,2.6891,90.75,93.04
All Providers Combined,Russia,,May-25,mean,30,19,163.82,159.71
All Providers Combined,Tajikistan,,May-25,median,32.75,8.2833,36.49,31.22
All Providers Combined,Tajikistan,,May-25,mean,67,38,66.66,63.15
All Providers Combined,Uzbekistan,,May-25,median,13.7927,3.1757,89.67,87.3
All Providers Combined,Uzbekistan,,May-25,mean,35,24,190.75,159.33
All Providers Combined,Azerbaijan,,Jun-25,median,8.3513,3.05,84.26,83.33
All Providers Combined,Azerbaijan,,Jun-25,mean,29,23,148.15,133.17
All Providers Combined,Armenia,,Jun-25,median,6.7667,2.95,73.89,72.94
All Providers Combined,Armenia,,Jun-25,mean,33,26,139.66,136.38
All Providers Combined,Belarus,,Jun-25,median,15.5618,5.2,80.54,57.61
All Providers Combined,Belarus,,Jun-25,mean,50,36,139.51,87.72
All Providers Combined,Kazakhstan,,Jun-25,median,15.371,3.8386,84.24,85.15
All Providers Combined,Kazakhstan,,Jun-25,mean,47,31,139.94,130.59
All Providers Combined,Kyrgyzstan,,Jun-25,median,6.1937,2.2688,82.96,85.14
All Providers Combined,Kyrgyzstan,,Jun-25,mean,25,21,131.21,132.95
All Providers Combined,Russia,,Jun-25,median,12.3388,2.625,91.47,92.98
All Providers Combined,Russia,,Jun-25,mean,29,18,166.99,161.22
All Providers Combined,Tajikistan,,Jun-25,median,10.8632,5.875,38.94,30.94
All Providers Combined,Tajikistan,,Jun-25,mean,55,33,67.85,64.44
All Providers Combined,Uzbekistan,,Jun-25,median,13.4,3.2676,86.72,83.69
All Providers Combined,Uzbekistan,,Jun-25,mean,37,26,174.47,148.42
All Providers Combined,Azerbaijan,,Jul-25,median,8.4778,3.1336,84.64,84.24
All Providers Combined,Azerbaijan,,Jul-25,mean,30,23,153.11,135.92
All Providers Combined,Armenia,,Jul-25,median,6.9442,3.125,72.23,69.48
All Providers Combined,Armenia,,Jul-25,mean,34,28,131.53,129.87
All Providers Combined,Belarus,,Jul-25,median,16.6444,5.4833,78.1,55.31
All Providers Combined,Belarus,,Jul-25,mean,51,36,137.88,86.69
All Providers Combined,Kazakhstan,,Jul-25,median,16.5694,4.1584,81.68,81.69
All Providers Combined,Kazakhstan,,Jul-25,mean,50,31,135.63,127.47
All Providers Combined,Kyrgyzstan,,Jul-25,median,6.6763,2.4202,82.41,84.56
All Providers Combined,Kyrgyzstan,,Jul-25,mean,26,22,133.45,134.35
All Providers Combined,Russia,,Jul-25,median,13.2,2.95,90.11,91.98
All Providers Combined,Russia,,Jul-25,mean,31,20,161.39,153.68
All Providers Combined,Tajikistan,,Jul-25,median,11.0032,6.275,39.34,31.97
All Providers Combined,Tajikistan,,Jul-25,mean,55,34,66.85,62.15
All Providers Combined,Uzbekistan,,Jul-25,median,12.85,3.0329,87.7,85.85
All Providers Combined,Uzbekistan,,Jul-25,mean,37,26,179.63,152.73
All Providers Combined,Azerbaijan,,Aug-25,median,8.4706,3.1289,84.84,84.61
All Providers Combined,Azerbaijan,,Aug-25,mean,33,26,155.32,140.98
All Providers Combined,Armenia,,Aug-25,median,6.9939,3.175,69.66,67.57
All Providers Combined,Armenia,,Aug-25,mean,37,31,121.51,121.09
All Providers Combined,Belarus,,Aug-25,median,15.6833,5.0333,81.95,59.48
All Providers Combined,Belarus,,Aug-25,mean,53,37,142.02,88.78
All Providers Combined,Kazakhstan,,Aug-25,median,14.7417,3.9083,83.24,86.17
All Providers Combined,Kazakhstan,,Aug-25,mean,49,32,137.69,131.62
All Providers Combined,Kyrgyzstan,,Aug-25,median,6.6622,2.3333,83.59,85.65
All Providers Combined,Kyrgyzstan,,Aug-25,mean,28,23,136.17,137.28
All Providers Combined,Russia,,Aug-25,median,29.3675,4.675,89.37,91.06
All Providers Combined,Russia,,Aug-25,mean,47,24,152.07,141.83
All Providers Combined,Tajikistan,,Aug-25,median,10.4236,6.2069,36.72,30.29
All Providers Combined,Tajikistan,,Aug-25,mean,58,39,61.27,59.34
All Providers Combined,Uzbekistan,,Aug-25,median,13.8371,3.4051,86.28,85.19
All Providers Combined,Uzbekistan,,Aug-25,mean,39,28,177.15,150.93
All Providers Combined,Azerbaijan,,Sep-25,median,8.2312,3.1278,84.8,85.27
All Providers Combined,Azerbaijan,,Sep-25,mean,31,25,154.24,140.32
All Providers Combined,Armenia,,Sep-25,median,6.8889,3.004,73.57,71.65
All Providers Combined,Armenia,,Sep-25,mean,36,28,124.17,124.41
All Providers Combined,Belarus,,Sep-25,median,14.45,4.8069,85.47,64.24
All Providers Combined,Belarus,,Sep-25,mean,52,37,148.61,93.2
All Providers Combined,Kazakhstan,,Sep-25,median,13.4722,3.5833,84.51,88.49
All Providers Combined,Kazakhstan,,Sep-25,mean,45,30,140.84,134.51
All Providers Combined,Kyrgyzstan,,Sep-25,median,6.2399,2.1333,85.32,88.33
All Providers Combined,Kyrgyzstan,,Sep-25,mean,25,21,139.54,138.9
All Providers Combined,Russia,,Sep-25,median,35,4.5333,88.83,91.14
All Providers Combined,Russia,,Sep-25,mean,49,24,150.92,141.98
All Providers Combined,Tajikistan,,Sep-25,median,10.1885,5.5594,40.26,30.46
All Providers Combined,Tajikistan,,Sep-25,mean,50,34,65.53,59.98
All Providers Combined,Uzbekistan,,Sep-25,median,12.6833,3.1487,89.14,89.02
All Providers Combined,Uzbekistan,,Sep-25,mean,36,26,188.86,159.85
